sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visiblity,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_main_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty-inc,enable_qty_increments,is_decimal_divided,website_id,defered_stock_update,use_config_defered_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,product_img
#00246653,,,,,,Elaine Two Pieces Set Web Edition Vacuum Bag Without Pump  ,,,,,,"
				Rs6,620
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201404/nxdgkh1397043660770.jpg
#00305515,,,,,,"Elaine Soft Velor Antislip Floor Mats, Rectangle130*190cm, Red   ",,,,,,"
				Rs9,410
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201308/vcddtw1377226008812.jpg
#00333684,,,,,,"ELAINE Cotton Rug Patterned with Plaid (50*80cm,Coffee)  ",,,,,,"
				Rs2,518
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201212/ncadee1355308116570.jpg
#00237078,,,,,,"Antique Shower System Rain Shower Handshower Included Ceramic Valve Three Holes Single Handle Three Holes Antique Brass, Shower Faucet  ","Features:, Rain Shower, Handshower Included,Faucet Type:, Shower Faucet,Installation Type:, Shower System,Installation Holes and Handles:, Single Handle Three Holes, Three Holes,Handshower Material:, Brass,Faucet Body Material:, Brass,Handshower Included:, Yes",,,,,"
				Rs10,337
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201801/xwix1517379038589.jpg
#06386232,,,,,,ONEPLUS 5T 6.0 inch 4G Smartphone (6G+64GB 20MP+16MP Dual Camera Snapdragon 835 3300mAh)  ,"Hardware Platform:, Qualcomm Snapdragon 835,Back Camera:, 20 MP, 16MP,ROM:, 64GB,Product type:, 4G Smartphone,Screen Size:, 6.0",,,,,"
				Rs31,809
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201711/gtpuxr1510996426533.jpg
#05036016,,,,,,A-Line Fit & Flare Illusion Neckline Knee Length Lace Tulle Cocktail Party Homecoming Prom Dress with Lace Sash / Ribbon by ARMK  ,"Style:, Lace Up, - ,Neckline:, Illusion Neckline, - ,Embellishment:, Lace, - ",,,,,"
				Rs5,301
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#00400233,,,,,,Antique European Style Fruit Pattern Rotatable Wooden Storage Box  ,,,,,,"
				Rs4,439
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201212/iilpkf1356404777856.jpg
#05567045,,,,,,A-Line Off-the-shoulder Floor Length Tulle Formal Evening Dress with Beading by Embroidered Bridal  ,,,,,,"
				Rs4,771
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02774156,,,,,,"Duvet Cover Sets Floral 4 Piece Poly/Cotton Reactive Print Poly/Cotton 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams)  ","Material:, Poly/Cotton,Crafts:, Reactive Print,Thread Count:, 250 Tc,Composition:, 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams)",,,,,"
				Rs2,862
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201510/tqfe1445584847835.jpg
#06088029,,,,,,"Rod Pocket Grommet Top Double Pleat Pencil Pleat Curtain Glam , Yarn Dyed Solid Living Room Material Blackout Curtains Drapes Home  ","Shop By Room:, Living Room,Curtain Type:, Blackout Curtains Drapes",,,,,"
				Rs3,445
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201708/kxkijl1501815470474.jpg
#03062230,,,,,,Country Bamboo Wind Pattern Window Film W0.9m x L5m  ,"Features:, Window Film,Recommended for:, Bedroom, Dining Room, Living Room",,,,,"
				Rs2,981
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201504/otxxyc1429097229729.jpg
#03932780,,,,,,Bathroom Accessory Set / Stainless Steel Stainless Steel /Contemporary  ,,,,,,"
				Rs7,952
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201507/crssbb1437358558823.jpg
#06021778,,,,,,400ML Innovative Infrared Smart Sensor Touch Free Automatic Liquid Soap&Sanitizer Dispenser for Kitchen Bathroom Home Bath Wash Hands  ,,,,,,"
				Rs993
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201605/hyfsnz1464687646577.jpg
#05469103,,,,,,Duvet Cover Sets Solid 4 Piece Poly/Cotton Jacquard Poly/Cotton 1pc Duvet Cover 2pcs Shams 1pc Flat Sheet  ,"Material:, Poly/Cotton,Crafts:, Jacquard,Thread Count:, 300 Tc",,,,,"
				Rs3,379
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201612/bjxdtm1480657757153.jpg
#04914073,,,,,,"Grommet Top One Panel Curtain Country , Jacquard Living Room Polyester Material Sheer Curtains Shades Home Decoration  ","Shop By Room:, Living Room,Crafts:, Jacquard,Curtain Type:, Sheer Curtains Shades",,,,,"
				Rs2,186
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201612/elwe1481177771890.jpg
#06222117,,,,,,Xiaomi Mi notebook Pro laptop 15.6 inch i5-8250U 8GB DDR4 256GB SSD Windows10 MX150 backlit keyboard  ,"CPU Model:, i5-8250U,Graphics Chipeset:, MX150,Screen Size:, 15.6 inch,Screen Type:, IPS,Hard Disk Capacity:, 256GB SSD,Memory Capacity:, 8GB",,,,,"
				Rs52,947
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201709/jpmd1505720285523.jpg
#02778017,,,,,,SPAKCT Cycling Skirt Women's Bike Skirt Shorts Padded Shorts/Chamois Bottoms Bike Wear Breathable Compression 3D Pad Reduces Chafing  ,"Function:, 3D Pad, - , Breathable, - ",,,,,"
				Rs1,325
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201503/ucvwuo1426072099775.jpg
#00428147,,,,,,Nuckily Cycling Shorts Men's Bike Shorts Bottoms MTB Shorts Bike Wear Waterproof Quick Dry Waterproof Zipper Wearable Breathable Polyester Patchwork  ,"Function:, Breathable, - , Quick Dry, - ",,,,,"
				Rs1,789
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201210/kmazys1350917372280.jpg
#01314526,,,,,,Jaggad Cycling Padded Shorts Men's Women's Unisex Bike Shorts Padded Shorts/Chamois Tights Bottoms Quick Dry Breathable Back Pocket 3D Pad  ,"Function:, Breathable, - , 3D Pad, - , Quick Dry, - ",,,,,"
				Rs1,126
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201708/mlwb1502253943225.jpg
#00235000,,,,,,SANTIC Cycling Bib Shorts Men's Bike Bib Shorts Padded Shorts/Chamois Bottoms Bike Wear Breathable 3D Pad Reduces Chafing Sweat-wicking  ,"Function:, Breathable, - , 3D Pad, - ",,,,,"
				Rs1,325
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201604/xopp1461765761546.jpg
#00357687,,,,,,SANTIC Cycling Padded Shorts Men's Bike Shorts Padded Shorts/Chamois MTB Shorts Bottoms Bike Wear Quick Dry Wearable Breathable 3D Pad  ,"Function:, Quick Dry, - , Breathable, - , 3D Pad, - ",,,,,"
				Rs1,192
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201708/otqf1501810733113.jpg
#00427550,,,,,,Nuckily Cycling Jacket Men's Long Sleeves Bike Jacket Windbreaker Raincoat Top Winter Bike Wear Moisture Wicking Waterproof Quick Dry  ,"Season:, Winter,Function:, Breathable, - , Quick Dry, - ",,,,,"
				Rs1,325
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201707/haai1499756338234.jpg
#04413082,,,,,,SPAKCT Full Finger Cycling Gloves Sports Gloves Touch Screen Winter Mountain Bike Mitten Cycling  ,,,,,,"
				Rs662
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201801/uchb1516854088395.jpg
#00311541,,,,,,Jaggad Cycling Pants Men's Bike Tights Pants / Trousers Bottoms Winter Bike Wear Thermal / Warm Quick Dry Breathable Reflective Strips 3D  ,"Season:, Winter,Function:, 3D Pad, - , Thermal / Warm, - , Quick Dry, - , Breathable, - , Reflective Strips, - ",,,,,"
				Rs1,987
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201504/yjcf1428112807307.jpg
#05681715,,,,,,MOON Ski Helmet Unisex Adults' Ski / Snowboard Adjustable One Piece Helmet with Goggles Urban Ultra Light (UL) Sports Youth PC EPS CE  ,"Material:, PC, EPS,Features:, Adjustable, Helmet with Goggles, Ultra Light (UL),Vents:, 12",,,,,"
				Rs3,313
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201704/xygpeb1491827357862.jpg
#02303822,,,,,,GSOU SNOW Women's Ski Jacket Waterproof Thermal / Warm Windproof Wearable Breathable Ski / Snowboard Winter Sports 100% Polyester  ,"Function:, Breathable, - , Thermal / Warm, - , Windproof, - , Waterproof, - ",,,,,"
				Rs5,036
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201411/cqeeih1415962957909.jpg
#06351254,,,,,,Original Xiaomi Yi 1080P Car WiFi DVR CN Version Dual Usb 2.7 inches Screen Yi A12 Dual Core ADAS 165 Degree View Angle   ,,,,,,"
				Rs3,512
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201711/jdonkk1510051342862.jpg
#06222038,,,,,,Xiaomi® Dafang 1080P Smart IP Camera WiFi PTZ Full HD Motion Detection  ,"Shape:, PTZ,Sensor:, CMOS,Effective Pixels:, 2.0 MP,Lens:, Day Night, Prime,Connection:, Wireless,Supported Mobile Systems:, Android, iPhone OS,Features:, Plug and play, Wi-Fi Protected Setup, Remote Access, Dual Stream, Motion Detection, Day Night",,,,,"
				Rs1,590
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201709/vmomyt1505717466819.jpg
#06283089,,,,,,Xiaomi Mijia Roborock Vacuum Cleaner 2 Sweep Mop LDS Bumper SLAM 2000Pa Suction 5200mAh Battery  ,,,,,,"
				Rs33,134
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201710/ibrpwi1508142460651.jpg
#06359425,,,,,,Xiaomi 70mph Smart WiFi Car DVR Voice Control 1080P with SONY IMX323 Image Sensor 130 Degrees FOV Loop-cycle Recording  ,,,,,,"
				Rs2,915
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201711/dfytvq1510285252812.jpg
#06214630,,,,,,Xiaomi Mi NOTE 3 5.5 inch 4G Smartphone (6GB+64GB 12MP Dual Camera Snapdragon 660 3500mAh)  ,"Product type:, 4G Smartphone,4G:, FDD(B3 1800MHz), FDD(B1 2100MHz), TDD(B41 2500MHz), TDD(B40 2300MHz), TDD(B39 1900MHz), TDD(B38 2600MHz), FDD(B8 900MHz), FDD(B7  2600MHz), FDD(B5 850MHz),CPU Type:, Octa Core,RAM:, 6GB,ROM:, 64GB,Fingerprint:, Yes,Screen Resolution:, 1920*1080,Screen Size:, 5.5,Back Camera:, 12 MP,Camera Function:, Dual Camera",,,,,"
				Rs19,615
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201709/infrpr1505370690168.jpg
#06361610,,,,,,Xiaomi Square Box 2 Bluetooth Speaker Bluetooth 4.2 3.5mm AUX Bookshelf Speaker White  ,,,,,,"
				Rs1,665
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201711/hdgzhz1510364610644.jpg
#06353656,,,,,,Xiaomi MI A1 5.5 inch 4G Smartphone (4GB+64GB 12MP Dual Camera Snapdragon 625 3080mAh Power By Google)  ,"Product type:, 4G Smartphone,4G:, FDD(B20 800MHz), FDD(B8 900MHz), FDD(B7  2600MHz), FDD(B5 850MHz), FDD(B3 1800MHz), FDD(B1 2100MHz),Hardware Platform:, Qualcomm Snapdragon 625,CPU Type:, Octa Core,RAM:, 4GB,ROM:, 64GB,Fingerprint:, Yes,Screen Resolution:, 1920*1080,Screen Size(inch):, 5.5,Back Camera:, 12 MP",,,,,"
				Rs13,253
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201711/xefwgq1510137474167.jpg
#06256460,,,,,,Artistic Chic & Modern Retro Chandelier For Bedroom Shops/Cafes AC 220-240 AC 110-120V Bulb not included  ,"Suggested Room Size:, 5-10㎡,Bulb Included or Not:, Bulb Not Included",,,,,"
				Rs14,202
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201709/lnwjnx1506668662889.jpg
#05698009,,,,,,Dimmable Modern Crystal Chandeliers Indoor LED Pendant Lighting Ring Lighting 67W  with Remote Control  ,"Suggested Room Size:, 10-15㎡,Bulb Included or Not:, Bulb Included,Bulb Base:, LED Integrated",,,,,"
				Rs16,805
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201710/412c1e5f597d698c22b99fc797590b62.jpg
#04745723,,,,,,"90WPendant Light Modern Design/ LED Three Rings/ 220V~240/100~120V/Special for office,Showroom,Living Room  ","Suggested Room Size:, 40-50㎡,Bulb Included or Not:, Bulb Included,Bulb Base:, LED Integrated",,,,,"
				Rs15,162
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201710/todi1509335126968.jpg
#05794421,,,,,,Led Chandelier Modern/Contemporary Painting Feature Gold White LED Designers Pendant Light Living Room Bedroom Study Room/Office Led G4 Bulb Included  ,"Suggested Room Size:, 20-30㎡,Bulb Included or Not:, Bulb Included,Bulb Base:, LED Integrated, G4",,,,,"
				Rs39,443
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201705/sesvaf1494579279168.jpg
#05944003,,,,,,XiaoMi Yeelight E26/E27 Colorful RGBW LED Smart Bulb 19 LEDS 600lm 1700-6500K 220-240V WIFI Remote Control  ,,,,,,"
				Rs1,126
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201706/xfsv1498030028376.jpg
#06511486,,,,,,Contemporary Crystal Eye Protection Flush Mount Ambient Light For Bedroom Study Room/Office Cold White Warm White 220-240V 110-120V 1760  ,"Suggested Room Size:, 20-30㎡,Bulb Included or Not:, Bulb Included,Bulb Base:, G9",,,,,"
				Rs22,796
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201801/yikfju1516348654285.jpg
#06172622,,,,,,Xiaomi Yeelight USB Powered Wam White Small Night Light High Quality  ,"Power Supply:, Battery, USB,Light Type:, LED Night Light,Total Batteries:, 1",,,,,"
				Rs649
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201708/fqnp1503907298227.jpg
#06526432,,,,,,Eye Protection Table Lamp For Living Room Bedroom Metal AC100-240V White  ,,,,,,"
				Rs10,019
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201801/jhopuo1516949801899.jpg
#05307760,,,,,,1PC 2.5M 138Led String Light For Holiday Party Wedding Led Lighting  ,,,,,,"
				Rs1,490
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201609/cmbuxy1475216041260.jpg
#06449851,,,,,,Metallic Eye Protection Adjustable Dimmable Dimmable With Remote Control Floor Lamp For Living Room Dining Room Metal AC100-240V Black  ,,,,,,"
				Rs8,111
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201801/hete1517361449157.jpg
#00387416,,,,,,Bathroom Shelf Contemporary Brass Chrome  ,,,,,,"
				Rs6,096
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201703/ciwo1488357123747.jpg
#00798266,,,,,,Bathroom Shelf Antique Brass Antique Brass  ,,,,,,"
				Rs4,360
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201410/dxlu1412921667288.jpg
#04751423,,,,,,Soap Dispenser / Stainless Steel Stainless Steel /Contemporary  ,,,,,,"
				Rs2,392
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201601/ovuyyp1451988882033.jpg
#00167425,,,,,,Towel Bar Antique Brass Antique Brass  ,"Number Of Bars:, Double",,,,,"
				Rs3,399
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201409/vkys1411719444648.jpg
#05312081,,,,,,Toilet Paper Holder Antique Brass 10CM 15CM Toilet Paper Holder  ,,,,,,"
				Rs1,722
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201610/khwqvz1475911226270.jpg
#02549620,,,,,,Robe Hook Antique Brass Antique Brass  ,,,,,,"
				Rs901
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201511/fhfafc1448445835532.jpg
#04760760,,,,,,Soap Dispenser / Stainless Steel Stainless Steel /Contemporary  ,,,,,,"
				Rs1,321
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201601/sxxbbs1452223840764.jpg
#05307106,,,,,,180*200cm Elegant Style  Design Waterproof Bathroom Fabric Shower Curtain  ,"Material:, PEVA",,,,,"
				Rs901
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201612/fumy1480658621608.jpg
#04844642,,,,,,"Sprinkle® Kitchen Faucets  ,  Transitional  with  Chrome Single Handle One Hole  ,  Feature  for Pull out  ",,,,,,"
				Rs5,765
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201801/wrtb1517379088444.jpg
#05751402,,,,,,"Antique Country Modern Centerset Pre Rinse Waterfall Rotatable Ceramic Valve Single Handle One Hole Antique Copper, Shower Faucet  ","Installation Type:, Centerset,Installation Holes and Handles:, Single Handle One Hole,Faucet Body Material:, Brass",,,,,"
				Rs11,994
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201801/xibj1517379522759.jpg
#00237078,,,,,,"Antique Shower System Rain Shower Handshower Included Ceramic Valve Three Holes Single Handle Three Holes Antique Brass, Shower Faucet  ","Features:, Rain Shower, Handshower Included,Faucet Type:, Shower Faucet,Installation Type:, Shower System,Installation Holes and Handles:, Single Handle Three Holes, Three Holes,Handshower Material:, Brass,Faucet Body Material:, Brass,Handshower Included:, Yes",,,,,"
				Rs10,337
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201801/xwix1517379038589.jpg
#04710747,,,,,,"Antique Bar/­Prep Centerset Rotatable Ceramic Valve Single Handle One Hole Antique Brass, Kitchen faucet  ","Installation Type:, Centerset,Installation Holes and Handles:, Single Handle One Hole,Installation Hole Diameter (CM):, 35mm(1.37""),Faucet Body Material:, Brass",,,,,"
				Rs4,042
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201801/rbwn1517379392860.jpg
#05307106,,,,,,180*200cm Elegant Style  Design Waterproof Bathroom Fabric Shower Curtain  ,"Material:, PEVA",,,,,"
				Rs901
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201612/fumy1480658621608.jpg
#05305238,,,,,,"Antique Traditional Country Centerset Pre Rinse Waterfall Widespread Ceramic Valve Single Handle Two Holes Antique Copper, Bathroom Sink  ","Installation Type:, Centerset,Installation Holes and Handles:, Single Handle Two Holes,Installation Hole Diameter (CM):, 3.5,Faucet Body Material:, Brass",,,,,"
				Rs4,347
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201609/xnengx1475139768227.jpg
#00240093,,,,,,"Contemporary  with  Chrome Single Handle One Hole  ,  Feature  for Waterfall Centerset  ","Style:, Contemporary,Features:, Centerset, Waterfall,Finish:, Chrome",,,,,"
				Rs1,767
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201207/mdvlkv1343723353340.jpg
#04158565,,,,,,"Contemporary Centerset Waterfall Ceramic Valve One Hole Single Handle One Hole Oil-rubbed Bronze , Bathroom Sink Faucet  ","Installation Type:, Centerset,Installation Holes and Handles:, Single Handle One Hole,Faucet Body Material:, Brass",,,,,"
				Rs1,294
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201508/vuwwxw1439890867959.jpg
#00071477,,,,,,"Traditional Wall Mounted Widespread Ceramic Valve Three Holes Two Handles Three Holes Antique Brass, Bathroom Sink Faucet  ","Installation Type:, Wall Mounted,Installation Holes and Handles:, Two Handles Three Holes,Faucet Body Material:, Brass",,,,,"
				Rs4,506
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201606/nhr1466471063144.jpg
#05267042,,,,,,Silicone Baking Mat Half-Size 42*29.5cm Silpat Non-Stick Silicone Baking Sheet  ,,,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201609/wdtynp1473845133404.jpg
#00237065,,,,,,"Antique Tub And Shower Handshower Included Ceramic Valve Two Holes Two Handles Two Holes Antique Brass, Shower Faucet Bathtub Faucet  ","Installation Type:, Tub And Shower,Installation Holes and Handles:, Two Handles Two Holes,Faucet Body Material:, Brass",,,,,"
				Rs2,449
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201802/abxx1517476002489.jpg
#05617853,,,,,,Food Tong Stainless Steel Strainer Kitchen Filter Mesh Spoon Fried Food Oil Strainer Clip  ,,,,,,"
				Rs119
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201703/esqpkh1489732829436.jpg
#05487745,,,,,,3Pcs/Pack Use 150 Times Refillable Dolce Gusto Coffee Capsule Nescafe Dolce Gusto Reusable Capsule Dolce Gusto Capsules  ,,,,,,"
				Rs198
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201708/wdqwiv1502702192952.jpg
